Record Length,20480










Source,CH1,CH2
Second,Volt,Volt
-0.00039520000,2.60000,2.48000
-0.00039516000,2.56000,2.44000
-0.00039512000,2.56000,2.44000
-0.00039508000,2.64000,2.48000
-0.00039504000,2.60000,2.44000
-0.00039500000,2.56000,2.44000
-0.00039496000,2.56000,2.44000
-0.00039492000,2.60000,2.44000
-0.00039488000,2.56000,2.44000
-0.00039484000,2.60000,2.44000
-0.00039480000,2.56000,2.44000
-0.00039476000,2.56000,2.44000
-0.00039472000,2.56000,2.44000
-0.00039467997,2.56000,2.44000
-0.00039464000,2.56000,2.48000
-0.00039460000,2.60000,2.48000
-0.00039456000,2.56000,2.44000
-0.00039452000,2.56000,2.44000
-0.00039448000,2.60000,2.44000
-0.00039444000,2.56000,2.44000
-0.00039440000,2.56000,2.44000
-0.00039436000,2.60000,2.44000
-0.00039432000,2.60000,2.44000
-0.00039428000,2.56000,2.44000
-0.00039424000,2.56000,2.40000
-0.00039420000,2.56000,2.44000
-0.00039416000,2.56000,2.48000
-0.00039412000,2.56000,2.44000
-0.00039408000,2.56000,2.44000
-0.00039404000,2.60000,2.44000
-0.00039400000,2.56000,2.44000
-0.00039396000,2.56000,2.44000
-0.00039392000,2.56000,2.44000
-0.00039388000,2.56000,2.44000
-0.00039384000,2.56000,2.44000
-0.00039380000,2.56000,2.44000
-0.00039375997,2.60000,2.44000
-0.00039372000,2.56000,2.44000
-0.00039368000,2.56000,2.44000
-0.00039364000,2.56000,2.44000
-0.00039360000,2.60000,2.44000
-0.00039356000,2.56000,2.44000
-0.00039352000,2.60000,2.48000
-0.00039348000,2.56000,2.44000
-0.00039344000,2.56000,2.44000
-0.00039340000,2.56000,2.44000
-0.00039336000,2.60000,2.44000
-0.00039332000,2.56000,2.44000
-0.00039328000,2.60000,2.44000
-0.00039324000,2.60000,2.44000
-0.00039320000,2.56000,2.44000
-0.00039316000,2.60000,2.44000
-0.00039312000,2.60000,2.44000
-0.00039308000,2.56000,2.44000
-0.00039303997,2.60000,2.48000
-0.00039300000,2.56000,2.44000
-0.00039296000,2.60000,2.48000
-0.00039292000,2.56000,2.44000
-0.00039288000,2.60000,2.44000
-0.00039284000,2.56000,2.44000
-0.00039280000,2.60000,2.48000
-0.00039276000,2.56000,2.44000
-0.00039272000,2.56000,2.44000
-0.00039268000,2.44000,2.28000
-0.00039264000,2.80000,2.72000
-0.00039260000,2.40000,2.20000
-0.00039256000,2.56000,2.48000
-0.00039252000,2.60000,2.44000
-0.00039248000,2.56000,2.40000
-0.00039244000,2.48000,2.32000
-0.00039240000,2.84000,2.72000
-0.00039236000,2.32000,2.20000
-0.00039231997,2.72000,2.72000
-0.00039228000,2.52000,2.32000
-0.00039224000,2.52000,2.40000
-0.00039220000,2.52000,2.44000
-0.00039216000,2.68000,2.52000
-0.00039212000,2.48000,2.32000
-0.00039208000,2.68000,2.52000
-0.00039204000,2.60000,2.48000
-0.00039200000,2.52000,2.36000
-0.00039196000,2.60000,2.48000
-0.00039192000,2.56000,2.44000
-0.00039188000,2.56000,2.44000
-0.00039184000,2.64000,2.48000
-0.00039180000,2.60000,2.48000
-0.00039176000,2.52000,2.40000
-0.00039172000,2.60000,2.48000
-0.00039168000,2.56000,2.44000
-0.00039164000,2.56000,2.44000
-0.00039159997,2.60000,2.48000
-0.00039156000,2.60000,2.48000
-0.00039152000,2.56000,2.44000
-0.00039148000,2.60000,2.48000
-0.00039144000,2.56000,2.44000
-0.00039140000,2.56000,2.44000
-0.00039136000,2.60000,2.48000
-0.00039132000,2.60000,2.44000
-0.00039128000,2.56000,2.44000
-0.00039124000,2.60000,2.44000
-0.00039120000,2.56000,2.44000
-0.00039116000,2.56000,2.44000
-0.00039112000,2.56000,2.44000
-0.00039108000,2.56000,2.44000
-0.00039104000,2.56000,2.44000
-0.00039100000,2.60000,2.44000
-0.00039096000,2.56000,2.44000
-0.00039092000,2.60000,2.44000
-0.00039088000,2.56000,2.44000
-0.00039084000,2.56000,2.44000
-0.00039080000,2.56000,2.44000
-0.00039076000,2.60000,2.44000
-0.00039072000,2.56000,2.44000
-0.00039068000,2.56000,2.44000
-0.00039064000,2.56000,2.44000
-0.00039060000,2.56000,2.44000
-0.00039056000,2.56000,2.44000
-0.00039052000,2.60000,2.44000
-0.00039048000,2.60000,2.44000
-0.00039044000,2.60000,2.44000
-0.00039040000,2.60000,2.44000
-0.00039036000,2.56000,2.44000
-0.00039032000,2.56000,2.44000
-0.00039028000,2.56000,2.44000
-0.00039024000,2.60000,2.44000
-0.00039020000,2.56000,2.44000
-0.00039016000,2.56000,2.44000
-0.00039012000,2.56000,2.44000
-0.00039008000,2.56000,2.44000
-0.00039004000,2.56000,2.44000
-0.00039000000,2.56000,2.44000
-0.00038995997,2.60000,2.44000
-0.00038992000,2.56000,2.44000
-0.00038988000,2.60000,2.44000
-0.00038984000,2.56000,2.44000
-0.00038980000,2.56000,2.44000
-0.00038976000,2.60000,2.44000
-0.00038972000,2.60000,2.48000
-0.00038968000,2.56000,2.40000
-0.00038964000,2.64000,2.48000
-0.00038960000,2.56000,2.44000
-0.00038956000,2.60000,2.48000
-0.00038952000,2.56000,2.40000
-0.00038948000,2.56000,2.44000
-0.00038944000,2.56000,2.44000
-0.00038940000,2.60000,2.48000
-0.00038936000,2.56000,2.44000
-0.00038932000,2.56000,2.44000
-0.00038928000,2.60000,2.44000
-0.00038923997,2.56000,2.44000
-0.00038920000,2.60000,2.44000
-0.00038916000,2.56000,2.44000
-0.00038912000,2.56000,2.44000
-0.00038908000,2.56000,2.44000
-0.00038904000,2.60000,2.44000
-0.00038900000,2.56000,2.44000
-0.00038896000,2.60000,2.44000
-0.00038892000,2.56000,2.44000
-0.00038888000,2.60000,2.44000
-0.00038884000,2.56000,2.44000
-0.00038880000,2.60000,2.48000
-0.00038876000,2.56000,2.44000
-0.00038872000,2.56000,2.44000
-0.00038868000,2.60000,2.44000
-0.00038864000,2.56000,2.44000
-0.00038860000,2.56000,2.44000
-0.00038856000,2.60000,2.44000
-0.00038851997,2.60000,2.44000
-0.00038848000,2.60000,2.44000
-0.00038844000,2.56000,2.44000
-0.00038840000,2.56000,2.44000
-0.00038836000,2.60000,2.44000
-0.00038832000,2.56000,2.44000
-0.00038828000,2.60000,2.48000
-0.00038824000,2.56000,2.44000
-0.00038820000,2.56000,2.40000
-0.00038816000,2.60000,2.48000
-0.00038812000,2.60000,2.44000
-0.00038808000,2.60000,2.44000
-0.00038804000,2.56000,2.44000
-0.00038800000,2.52000,2.40000
-0.00038796000,2.60000,2.44000
-0.00038792000,2.56000,2.44000
-0.00038788000,2.56000,2.44000
-0.00038784000,2.60000,2.48000
-0.00038779997,2.60000,2.44000
-0.00038776000,2.56000,2.44000
-0.00038772000,2.60000,2.44000
-0.00038768000,2.56000,2.44000
-0.00038764000,2.56000,2.44000
-0.00038760000,2.64000,2.48000
-0.00038756000,2.56000,2.44000
-0.00038752000,2.56000,2.44000
-0.00038748000,2.64000,2.48000
-0.00038744000,2.56000,2.44000
-0.00038740000,2.60000,2.44000
-0.00038736000,2.56000,2.44000
-0.00038732000,2.60000,2.44000
-0.00038728000,2.56000,2.44000
-0.00038724000,2.60000,2.48000
-0.00038720000,2.56000,2.44000
-0.00038716000,2.60000,2.44000
-0.00038712000,2.60000,2.44000
-0.00038708000,2.56000,2.44000
-0.00038704000,2.60000,2.44000
-0.00038700000,2.60000,2.44000
-0.00038696000,2.56000,2.44000
-0.00038692000,2.56000,2.44000
-0.00038687997,2.60000,2.44000
-0.00038684000,2.56000,2.44000
-0.00038680000,2.60000,2.48000
-0.00038676000,2.56000,2.44000
-0.00038672000,2.56000,2.44000
-0.00038668000,2.60000,2.44000
-0.00038664000,2.60000,2.44000
-0.00038660000,2.60000,2.44000
-0.00038656000,2.60000,2.44000
-0.00038652000,2.56000,2.44000
-0.00038648000,2.56000,2.44000
-0.00038644000,2.56000,2.48000
-0.00038640000,2.60000,2.44000
-0.00038636000,2.56000,2.44000
-0.00038632000,2.56000,2.44000
-0.00038628000,2.60000,2.48000
-0.00038624000,2.56000,2.44000
-0.00038620000,2.52000,2.44000
-0.00038615997,2.68000,2.48000
-0.00038612000,2.52000,2.36000
-0.00038608000,2.64000,2.48000
-0.00038604000,2.56000,2.44000
-0.00038600000,2.56000,2.44000
-0.00038596000,2.60000,2.44000
-0.00038592000,2.56000,2.44000
-0.00038588000,2.56000,2.44000
-0.00038584000,2.56000,2.44000
-0.00038580000,2.56000,2.44000
-0.00038576000,2.56000,2.44000
-0.00038572000,2.60000,2.44000
-0.00038568000,2.60000,2.44000
-0.00038564000,2.56000,2.44000
-0.00038560000,2.56000,2.48000
-0.00038556000,2.60000,2.44000
-0.00038552000,2.56000,2.44000
-0.00038548000,2.56000,2.44000
-0.00038543997,2.56000,2.44000
-0.00038540000,2.60000,2.44000
-0.00038536000,2.60000,2.44000
-0.00038532000,2.60000,2.48000
-0.00038528000,2.56000,2.44000
-0.00038524000,2.56000,2.44000
-0.00038520000,2.60000,2.48000
-0.00038516000,2.56000,2.44000
-0.00038512000,2.60000,2.44000
-0.00038508000,2.60000,2.44000
-0.00038504000,2.56000,2.44000
-0.00038500000,2.56000,2.44000
-0.00038496000,2.60000,2.44000
-0.00038492000,2.56000,2.44000
-0.00038488000,2.56000,2.44000
-0.00038484000,2.56000,2.48000
-0.00038480000,2.56000,2.44000
-0.00038476000,2.60000,2.48000
-0.00038471997,2.60000,2.44000
-0.00038468000,2.60000,2.48000
-0.00038464000,2.56000,2.44000
-0.00038460000,2.56000,2.44000
-0.00038456000,2.60000,2.44000
-0.00038452000,2.56000,2.44000
-0.00038448000,2.60000,2.44000
-0.00038444000,2.56000,2.44000
-0.00038440000,2.60000,2.48000
-0.00038436000,2.56000,2.44000
-0.00038432000,2.60000,2.48000
-0.00038428000,2.56000,2.44000
-0.00038424000,2.60000,2.48000
-0.00038420000,2.56000,2.44000
-0.00038416000,2.56000,2.44000
-0.00038412000,2.60000,2.44000
-0.00038408000,2.56000,2.44000
-0.00038404000,2.56000,2.44000
-0.00038400000,2.60000,2.44000
-0.00038396000,2.56000,2.48000
-0.00038392000,2.56000,2.44000
-0.00038388000,2.56000,2.44000
-0.00038384000,2.56000,2.44000
-0.00038380000,2.60000,2.44000
-0.00038376000,2.60000,2.44000
-0.00038372000,2.60000,2.48000
-0.00038368000,2.56000,2.44000
-0.00038364000,2.56000,2.44000
-0.00038360000,2.60000,2.48000
-0.00038356000,2.56000,2.44000
-0.00038352000,2.56000,2.44000
-0.00038348000,2.52000,2.44000
-0.00038344000,2.84000,2.72000
-0.00038340000,2.24000,2.20000
-0.00038336000,2.72000,2.64000
-0.00038332000,2.48000,2.32000
-0.00038328000,2.52000,2.36000
-0.00038324000,2.56000,2.48000
-0.00038320000,2.72000,2.52000
-0.00038316000,2.32000,2.28000
-0.00038312000,2.76000,2.64000
-0.00038307997,2.44000,2.28000
-0.00038304000,2.52000,2.40000
-0.00038300000,2.60000,2.48000
-0.00038296000,2.60000,2.44000
-0.00038292000,2.56000,2.44000
-0.00038288000,2.64000,2.48000
-0.00038284000,2.56000,2.44000
-0.00038280000,2.52000,2.44000
-0.00038276000,2.60000,2.48000
-0.00038272000,2.56000,2.44000
-0.00038268000,2.60000,2.44000
-0.00038264000,2.64000,2.48000
-0.00038260000,2.60000,2.44000
-0.00038256000,2.52000,2.40000
-0.00038252000,2.60000,2.44000
-0.00038248000,2.56000,2.44000
-0.00038244000,2.56000,2.44000
-0.00038240000,2.64000,2.48000
-0.00038235997,2.56000,2.44000
-0.00038232000,2.56000,2.44000
-0.00038228000,2.60000,2.44000
-0.00038224000,2.56000,2.44000
-0.00038220000,2.56000,2.44000
-0.00038216000,2.60000,2.48000
-0.00038212000,2.60000,2.44000
-0.00038208000,2.56000,2.44000
-0.00038204000,2.60000,2.44000
-0.00038200000,2.60000,2.44000
-0.00038196000,2.56000,2.44000
-0.00038192000,2.64000,2.48000
-0.00038188000,2.56000,2.44000
-0.00038184000,2.56000,2.48000
-0.00038180000,2.56000,2.44000
-0.00038176000,2.56000,2.44000
-0.00038172000,2.60000,2.44000
-0.00038168000,2.60000,2.44000
-0.00038163997,2.60000,2.48000
-0.00038160000,2.60000,2.48000
-0.00038156000,2.56000,2.44000
-0.00038152000,2.56000,2.44000
-0.00038148000,2.56000,2.44000
-0.00038144000,2.56000,2.44000
-0.00038140000,2.60000,2.44000
-0.00038136000,2.56000,2.44000
-0.00038132000,2.56000,2.44000
-0.00038128000,2.56000,2.44000
-0.00038124000,2.56000,2.48000
-0.00038120000,2.60000,2.48000
-0.00038116000,2.60000,2.44000
-0.00038112000,2.56000,2.44000
-0.00038108000,2.56000,2.48000
-0.00038104000,2.56000,2.44000
-0.00038100000,2.60000,2.44000
-0.00038096000,2.60000,2.44000
-0.00038091997,2.60000,2.44000
-0.00038088000,2.56000,2.44000
-0.00038084000,2.56000,2.44000
-0.00038080000,2.56000,2.44000
-0.00038076000,2.56000,2.44000
-0.00038072000,2.56000,2.44000
-0.00038068000,2.56000,2.44000
-0.00038064000,2.60000,2.44000
-0.00038060000,2.56000,2.44000
-0.00038056000,2.56000,2.44000
-0.00038052000,2.56000,2.44000
-0.00038048000,2.56000,2.48000
-0.00038044000,2.56000,2.44000
-0.00038040000,2.60000,2.44000
-0.00038036000,2.56000,2.44000
-0.00038032000,2.56000,2.44000
-0.00038028000,2.56000,2.44000
-0.00038024000,2.56000,2.44000
-0.00038020000,2.60000,2.44000
-0.00038016000,2.60000,2.44000
-0.00038012000,2.56000,2.44000
-0.00038008000,2.60000,2.48000
-0.00038004000,2.60000,2.44000
-0.00038000000,2.56000,2.44000
-0.00037996000,2.56000,2.44000
-0.00037992000,2.60000,2.44000
-0.00037988000,2.60000,2.44000
-0.00037984000,2.56000,2.44000
-0.00037980000,2.56000,2.44000
-0.00037976000,2.56000,2.44000
-0.00037972000,2.60000,2.44000
-0.00037968000,2.60000,2.48000
-0.00037964000,2.56000,2.44000
-0.00037960000,2.56000,2.44000
-0.00037956000,2.60000,2.44000
-0.00037952000,2.56000,2.44000
-0.00037948000,2.60000,2.44000
-0.00037944000,2.60000,2.44000
-0.00037940000,2.56000,2.44000
-0.00037936000,2.64000,2.48000
-0.00037932000,2.56000,2.44000
-0.00037927997,2.56000,2.44000
-0.00037924000,2.56000,2.44000
-0.00037920000,2.56000,2.44000
-0.00037916000,2.56000,2.44000
-0.00037912000,2.60000,2.44000
-0.00037908000,2.56000,2.44000
-0.00037904000,2.56000,2.44000
-0.00037900000,2.60000,2.48000
-0.00037896000,2.56000,2.44000
-0.00037892000,2.56000,2.44000
-0.00037888000,2.60000,2.44000
-0.00037884000,2.56000,2.44000
-0.00037880000,2.60000,2.44000
-0.00037876000,2.56000,2.44000
-0.00037872000,2.56000,2.44000
-0.00037868000,2.56000,2.44000
