Record Length,20480










Source,CH1,CH2
Second,Volt,Volt
-0.01961400000,2.56000,2.44000
-0.01961200000,2.56000,2.44000
-0.01961000000,2.56000,2.44000
-0.01960800000,2.60000,2.44000
-0.01960600000,2.52000,2.40000
-0.01960400000,2.56000,2.44000
-0.01960200000,2.56000,2.44000
-0.01960000000,2.56000,2.44000
-0.01959800000,2.76000,2.64000
-0.01959600000,2.56000,2.44000
-0.01959400000,2.56000,2.44000
-0.01959200000,2.56000,2.44000
-0.01959000000,2.56000,2.36000
-0.01958799844,2.56000,2.44000
-0.01958600000,2.60000,2.44000
-0.01958400000,2.56000,2.44000
-0.01958200000,2.56000,2.44000
-0.01957999844,2.56000,2.44000
-0.01957800000,2.56000,2.44000
-0.01957600000,2.56000,2.44000
-0.01957400000,2.56000,2.44000
-0.01957199844,2.56000,2.44000
-0.01957000000,2.56000,2.44000
-0.01956800000,2.56000,2.44000
-0.01956600000,2.56000,2.44000
-0.01956399844,2.32000,2.20000
-0.01956200000,2.56000,2.44000
-0.01956000000,2.56000,2.44000
-0.01955800000,2.56000,2.44000
-0.01955600156,2.56000,2.44000
-0.01955400000,2.56000,2.44000
-0.01955200000,2.60000,2.44000
-0.01955000000,2.56000,2.44000
-0.01954800000,2.56000,2.44000
-0.01954600000,2.52000,2.40000
-0.01954400000,2.56000,2.44000
-0.01954200000,2.64000,2.48000
-0.01954000000,2.56000,2.44000
-0.01953800000,2.44000,2.40000
-0.01953600000,2.60000,2.44000
-0.01953400000,2.56000,2.44000
-0.01953200000,2.56000,2.44000
-0.01953000000,2.56000,2.44000
-0.01952800000,2.56000,2.44000
-0.01952599844,2.56000,2.44000
-0.01952400000,2.56000,2.44000
-0.01952200000,2.60000,2.48000
-0.01952000000,2.56000,2.44000
-0.01951799844,2.60000,2.44000
-0.01951600000,2.60000,2.44000
-0.01951400000,2.60000,2.44000
-0.01951200000,2.56000,2.48000
-0.01950999844,2.56000,2.44000
-0.01950800000,2.56000,2.44000
-0.01950600000,2.56000,2.44000
-0.01950400000,2.52000,2.36000
-0.01950199844,2.56000,2.44000
-0.01950000000,2.56000,2.44000
-0.01949800000,2.56000,2.44000
-0.01949600000,2.56000,2.44000
-0.01949400156,2.56000,2.48000
-0.01949200000,2.56000,2.44000
-0.01949000000,2.56000,2.44000
